TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,PreviousTransactionDate,ip_loc,location_loc,location_lat,location_lon,ip_lat,ip_lon,distance_loc_ip,large_divergence,TimeSinceLastTransaction,Fraud,KMeans_Cluster,KMeans_Distance,KMeans_Fraud,ZScore_Fraud,IsoForest_Score,IsoForest_Fraud,LogReg_Fraud
TX001365,AC00305,16.55,2023-09-11 17:05:50,Debit,Tucson,D000477,214.32.109.197,M009,Branch,26,Engineer,159,1,2024-11-04 08:08:11,"39.9690,-83.0114","32.2534,-110.9117",32.2534,-110.9117,39.969,-83.0114,2640.9599855959013,False,-36255741.0,False,3,1.8496457770826906,False,False,0.12606929788546395,False,False
TX001366,AC00338,91.32,2023-11-10 16:43:45,Debit,Milwaukee,D000353,49.29.37.185,M056,Branch,58,Engineer,77,1,2024-11-04 08:08:22,"35.8219,127.1489","43.0389,-87.9064",43.0389,-87.9064,35.8219,127.1489,10578.257935145439,True,-31073077.0,False,4,2.38741292362144,False,False,0.10938504434641316,False,False
TX001367,AC00268,195.49,2023-06-12 16:34:59,Debit,Memphis,D000472,147.227.81.224,M016,ATM,31,Doctor,212,1,2024-11-04 08:08:35,"31.5587,-110.3441","35.1495,-90.0489",35.1495,-90.0489,31.5587,-110.3441,1926.9204273691676,False,-44120016.0,False,3,1.526602697415159,False,False,0.1250404418633504,False,False
TX001368,AC00363,49.62,2023-12-07 16:19:07,Debit,Portland,D000080,19.228.76.177,M055,ATM,55,Engineer,111,1,2024-11-04 08:07:23,"42.2399,-83.1508","45.5230,-122.6764",45.523,-122.6764,42.2399,-83.1508,3165.0052290432077,False,-28741696.0,False,3,3.0641485014403638,False,False,0.07994085299383857,False,False
TX001369,AC00316,487.16,2023-01-02 16:01:14,Credit,Los Angeles,D000361,156.96.135.18,M077,Branch,28,Student,84,1,2024-11-04 08:12:22,"40.7143,-74.0060","34.0522,-118.2436",34.0522,-118.2436,40.7143,-74.006,3944.4029591165377,False,-58032668.0,False,0,2.7483250662614434,False,False,0.1088295137494687,False,False
TX001370,AC00167,405.6,2023-08-08 17:41:41,Debit,Tucson,D000643,36.77.94.252,M031,Online,37,Engineer,44,1,2024-11-04 08:09:24,"-1.6000,103.6167","32.2534,-110.9117",32.2534,-110.9117,-1.6,103.6167,15060.91810371209,True,-39191263.0,False,4,2.282389743823916,False,False,0.05325031817192849,False,False
TX001371,AC00405,512.95,2023-10-16 17:08:36,Debit,Columbus,D000335,6.234.101.35,M066,Branch,57,Engineer,143,1,2024-11-04 08:10:05,"32.7253,-114.6244","39.9833,-82.9833",39.9833,-82.9833,32.7253,-114.6244,2934.7838488325438,False,-33231689.0,False,0,2.2215433418455386,False,False,0.12950419492924425,False,False
TX001372,AC00098,345.94,2023-10-09 17:32:57,Debit,Portland,D000354,129.102.184.189,M100,ATM,31,Doctor,163,1,2024-11-04 08:11:40,"48.8567,2.3497","45.5230,-122.6764",45.523,-122.6764,48.8567,2.3497,8271.05317664141,True,-33835123.0,False,3,2.792503625055416,False,False,0.08088652727905138,False,False
TX001373,AC00116,356.56,2023-10-09 17:23:21,Debit,New York,D000399,157.130.28.27,M100,Online,47,Engineer,52,1,2024-11-04 08:11:57,"40.7143,-74.0060","43.0000,-75.0000",43.0,-75.0,40.7143,-74.006,266.94803540262,False,-33835716.0,False,0,2.2912297200114473,False,False,0.11197020387658174,False,False
TX001374,AC00267,10.31,2023-01-13 16:23:56,Debit,Louisville,D000072,74.58.165.67,M054,Online,36,Engineer,280,1,2024-11-04 08:11:14,"45.5088,-73.5878","38.3287,-85.7647",38.3287,-85.7647,45.5088,-73.5878,1284.5711375795295,False,-57080838.0,False,3,2.6079649921226347,False,False,0.08275403581191076,False,False
TX001375,AC00447,211.69,2023-10-20 16:02:07,Debit,Atlanta,D000674,200.13.225.150,M066,Branch,30,Doctor,111,1,2024-11-04 08:07:50,"6.1846,-75.5991","33.7537,-84.3863",33.7537,-84.3863,6.1846,-75.5991,3184.380744475131,False,-32889943.0,False,0,2.5072928291814778,False,False,0.11525013878144558,False,False
TX001376,AC00042,221.49,2023-09-13 18:11:22,Credit,Oklahoma City,D000203,76.0.164.168,M052,Branch,23,Student,196,1,2024-11-04 08:11:50,"31.7038,-98.1239","35.4819,-97.5084",35.4819,-97.5084,31.7038,-98.1239,422.92227843045555,False,-36079228.0,False,3,1.7350179279494613,False,False,0.12350623013163153,False,False
TX001377,AC00074,278.23,2023-05-04 17:49:33,Debit,Fresno,D000530,116.106.207.139,M019,Online,48,Engineer,83,1,2024-11-04 08:09:46,"10.8230,106.6296","36.7468,-119.7725",36.7468,-119.7725,10.823,106.6296,12857.582086202437,True,-47485213.0,False,4,1.7472152762797253,False,False,0.09478071285683692,False,False
TX001378,AC00063,116.88,2023-10-04 17:10:02,Debit,Memphis,D000024,23.163.145.195,M026,ATM,45,Doctor,263,1,2024-11-04 08:10:02,"41.9847,-88.0798","35.1495,-90.0489",35.1495,-90.0489,41.9847,-88.0798,777.8573928738276,False,-34268400.0,False,3,1.8149170330618318,False,False,0.12480282315521846,False,False
TX001379,AC00085,328.77,2023-04-03 17:59:23,Credit,San Diego,D000133,101.120.142.50,M033,Online,39,Doctor,247,1,2024-11-04 08:09:57,"39.9075,116.3972","32.7157,-117.1610",32.7157,-117.161,39.9075,116.3972,10262.96176459675,True,-50163034.0,False,4,2.867000977819165,False,False,0.08195378488920313,False,False
TX001380,AC00126,77.53,2023-07-25 18:00:25,Debit,Louisville,D000522,203.245.215.62,M052,Branch,54,Retired,55,1,2024-11-04 08:07:12,"36.0303,129.3634","38.3287,-85.7647",38.3287,-85.7647,36.0303,129.3634,11016.725118882328,True,-40399607.0,False,4,1.7047947504531435,False,False,0.13363683698834283,False,False
TX001381,AC00471,421.74,2023-06-20 17:07:05,Debit,San Jose,D000339,73.108.76.238,M014,Online,67,Doctor,103,1,2024-11-04 08:10:18,"32.2960,-81.2354","37.3354,-121.8930",37.3354,-121.893,32.296,-81.2354,3732.707533573118,False,-43426993.0,False,0,2.3343127068506924,False,False,0.11351555008559178,False,False
TX001382,AC00304,313.69,2023-03-10 16:35:33,Debit,Oklahoma City,D000211,53.131.194.183,M034,Branch,73,Retired,152,1,2024-11-04 08:10:23,"48.7000,9.0167","35.4819,-97.5084",35.4819,-97.5084,48.7,9.0167,8198.268843378459,True,-52241690.0,False,0,2.5374001187333826,False,False,0.12402579575017941,False,False
TX001383,AC00242,411.72,2023-06-20 18:43:51,Debit,Washington,D000104,166.41.54.117,M014,Branch,29,Doctor,153,1,2024-11-04 08:11:43,"38.9318,-77.3527","38.8898,-77.0090",38.8898,-77.009,38.9318,-77.3527,30.173246009031352,False,-43421272.0,False,0,2.1656244076377598,False,False,0.12413566780905233,False,False
TX001384,AC00261,508.73,2023-07-14 16:22:54,Debit,Chicago,D000316,172.184.35.29,M071,Branch,59,Retired,89,1,2024-11-04 08:09:07,"38.7135,-78.1594","41.8818,-87.6231",41.8818,-87.6231,38.7135,-78.1594,877.5239204914616,False,-41355973.0,False,0,1.8501934996362883,False,False,0.13641762457811046,False,False
TX001385,AC00338,153.08,2023-11-27 16:57:08,Debit,Omaha,D000637,130.29.230.16,M057,ATM,24,Student,201,1,2024-11-04 08:09:29,"37.3483,-121.9844","41.2571,-95.9951",41.2571,-95.9951,37.3483,-121.9844,2274.4041281118407,False,-29603541.0,False,3,2.117821526595455,False,False,0.08831581441062847,False,False
TX001386,AC00292,23.01,2023-06-09 18:33:04,Debit,Las Vegas,D000363,55.154.161.250,M090,Branch,63,Retired,166,1,2024-11-04 08:09:14,"39.9539,-82.9301","36.1147,-115.2014",36.1147,-115.2014,39.9539,-82.9301,2849.1997983280007,False,-44372170.0,False,3,1.7776717050810755,False,False,0.12798796353744651,False,False
TX001387,AC00024,69.28,2023-10-30 16:36:24,Debit,Los Angeles,D000379,184.4.253.143,M070,Online,25,Student,129,1,2024-11-04 08:11:01,"32.5286,-92.1061","34.0522,-118.2436",34.0522,-118.2436,32.5286,-92.1061,2433.8588888703607,False,-32024077.0,False,3,2.253164896605187,False,False,0.11183577858095467,False,False
TX001388,AC00441,51.25,2023-08-29 16:16:15,Credit,Austin,D000113,101.223.82.253,M044,Branch,28,Student,66,1,2024-11-04 08:11:52,"17.3840,78.4564","30.2666,-97.7333",30.2666,-97.7333,17.384,78.4564,14715.83513875356,True,-37382137.0,False,4,2.1754399820126356,False,False,0.06827124161651421,False,False
TX001389,AC00412,407.65,2023-08-07 17:17:34,Debit,Denver,D000013,8.136.178.116,M095,ATM,25,Student,263,1,2024-11-04 08:08:37,"30.2936,120.1614","39.7420,-104.9915",39.742,-104.9915,30.2936,120.1614,10961.330431976889,True,-39279063.0,False,4,2.709067129011722,False,False,0.09199638487788764,False,False
TX001390,AC00315,459.25,2023-05-23 16:44:33,Debit,Tucson,D000248,28.149.72.129,M043,Branch,25,Student,59,1,2024-11-04 08:11:47,"39.9690,-83.0114","32.2534,-110.9117",32.2534,-110.9117,39.969,-83.0114,2640.9599855959013,False,-45847634.0,False,0,2.1764444738859883,False,False,0.1449196614380593,False,False
TX001391,AC00120,301.56,2023-02-09 17:46:49,Debit,Seattle,D000014,155.37.19.43,M011,Branch,49,Doctor,118,1,2024-11-04 08:10:23,"41.3948,-73.4540","47.6080,-122.3351",47.608,-122.3351,41.3948,-73.454,3881.933581484347,False,-54743014.0,False,3,3.2709059889772876,False,False,0.09015709647532444,False,False
TX001392,AC00462,17.67,2023-06-27 17:50:21,Debit,San Diego,D000416,21.97.154.92,M061,Online,63,Doctor,91,1,2024-11-04 08:10:55,"39.9690,-83.0114","32.7157,-117.1610",32.7157,-117.161,39.969,-83.0114,3148.586325381244,False,-42819634.0,False,0,2.0786835856176165,False,False,0.11597898711853089,False,False
TX001393,AC00481,5.29,2023-03-13 18:24:20,Credit,San Francisco,D000121,62.27.235.199,M008,Online,32,Doctor,132,1,2024-11-04 08:11:04,"49.3096,12.8416","37.7739,-122.4312",37.7739,-122.4312,49.3096,12.8416,9403.872311225101,True,-51976004.0,False,3,2.5584692284460444,False,False,0.11104184414942753,False,False
TX001394,AC00166,401.37,2023-09-18 16:18:19,Debit,Los Angeles,D000404,1.198.76.182,M031,Branch,43,Engineer,251,1,2024-11-04 08:11:41,"31.2222,121.4581","34.0522,-118.2436",34.0522,-118.2436,31.2222,121.4581,10456.66670098532,True,-35654002.0,False,4,2.701043202582077,False,False,0.09577105458256086,False,False
TX001395,AC00438,145.4,2023-07-06 17:53:38,Debit,Tucson,D000069,49.174.157.140,M044,Online,38,Engineer,24,1,2024-11-04 08:09:52,"37.5660,126.9784","32.2534,-110.9117",32.2534,-110.9117,37.566,126.9784,10226.151413545225,True,-42041774.0,False,4,2.185373630374628,False,False,0.10785003880339578,False,False
TX001396,AC00090,556.34,2023-10-19 16:34:22,Debit,Seattle,D000377,59.127.135.25,M031,Online,37,Doctor,46,1,2024-11-04 08:07:12,"22.6163,120.3133","47.6080,-122.3351",47.608,-122.3351,22.6163,120.3133,10037.620192092805,True,-32974370.0,False,4,3.42867912651314,False,False,0.05214636199613676,False,False
TX001397,AC00041,34.31,2023-04-28 16:55:28,Debit,Philadelphia,D000353,167.95.191.52,M094,ATM,24,Student,251,1,2024-11-04 08:11:26,"30.4383,-84.2807","39.9525,-75.1652",39.9525,-75.1652,30.4383,-84.2807,1341.2337123765933,False,-48006958.0,False,3,2.60245240542556,False,False,0.09555457454476862,False,False
TX001398,AC00141,780.59,2023-06-28 17:58:48,Credit,Tucson,D000451,191.25.177.160,M058,Online,23,Student,145,1,2024-11-04 08:07:01,"-23.5475,-46.6361","32.2534,-110.9117",32.2534,-110.9117,-23.5475,-46.6361,9207.037107554163,True,-42732493.0,True,4,3.7159863053946056,False,False,0.05729027914206786,False,True
TX001399,AC00410,282.65,2023-03-08 17:42:36,Debit,Fort Worth,D000626,135.73.131.111,M012,ATM,35,Doctor,161,1,2024-11-04 08:08:51,"39.7684,-86.1580","32.7687,-97.3093",32.7687,-97.3093,39.7684,-86.158,1266.0785688126662,False,-52410375.0,False,3,1.8895575876111887,False,False,0.14827565953708938,False,False
TX001400,AC00362,305.27,2023-09-27 16:25:38,Debit,Las Vegas,D000657,57.166.147.242,M059,Online,68,Doctor,147,1,2024-11-04 08:09:31,"47.6740,-122.1215","36.1147,-115.2014",36.1147,-115.2014,47.674,-122.1215,1405.0672938514274,False,-34875833.0,False,3,2.2729116804629523,False,False,0.10757427223810406,False,False
TX001401,AC00315,185.81,2023-09-20 16:30:06,Debit,Austin,D000696,201.114.165.141,M033,Online,32,Doctor,116,1,2024-11-04 08:10:15,"19.4285,-99.1277","30.2666,-97.7333",30.2666,-97.7333,19.4285,-99.1277,1208.770392859675,False,-35480409.0,False,0,2.3330943440669007,False,False,0.1080071421824283,False,False
TX001402,AC00092,66.01,2023-10-06 18:39:39,Debit,Milwaukee,D000317,49.172.82.247,M042,Online,49,Engineer,179,1,2024-11-04 08:07:05,"35.1547,126.9156","43.0389,-87.9064",43.0389,-87.9064,35.1547,126.9156,10654.329338577158,True,-34090046.0,False,4,2.2702455540583597,False,False,0.11354560703348232,False,False
TX001403,AC00133,447.95,2023-01-11 17:27:56,Debit,Tucson,D000442,19.20.13.234,M002,Branch,29,Engineer,75,1,2024-11-04 08:09:20,"42.2399,-83.1508","32.2534,-110.9117",32.2534,-110.9117,42.2399,-83.1508,2684.917136529965,False,-57249684.0,False,0,2.5196672488751433,False,False,0.12057304864048224,False,False
TX001404,AC00069,279.3,2023-06-22 17:28:02,Debit,Oklahoma City,D000674,77.21.150.75,M079,ATM,19,Student,48,1,2024-11-04 08:07:20,"53.5507,9.9930","35.4819,-97.5084",35.4819,-97.5084,53.5507,9.993,7942.480498493621,True,-43252758.0,False,0,2.2294781737211813,False,False,0.1321260077611407,False,False
TX001405,AC00498,26.75,2023-05-08 16:25:03,Debit,Indianapolis,D000537,131.41.45.13,M096,Online,33,Doctor,27,1,2024-11-04 08:07:00,"29.4241,-98.4936","39.7910,-86.1480",39.791,-86.148,29.4241,-98.4936,1610.8148305517043,False,-47144517.0,False,0,1.75438844190757,False,False,0.11876209727458842,False,False
TX001406,AC00006,611.15,2023-08-11 17:12:30,Debit,Detroit,D000044,51.250.46.149,M009,ATM,27,Student,121,1,2024-11-04 08:09:23,"55.7522,37.6156","42.3314,-83.0457",42.3314,-83.0457,55.7522,37.6156,7789.112943983705,True,-38933813.0,False,1,2.4152295688610677,False,False,0.11421168850231972,False,False
TX001407,AC00104,275.2,2023-08-24 17:13:38,Debit,New York,D000122,59.12.96.11,M058,Online,54,Engineer,81,1,2024-11-04 08:09:50,"37.2911,127.0089","43.0000,-75.0000",43.0,-75.0,37.2911,127.0089,10838.936520620877,True,-37810572.0,False,4,2.3512704090138157,False,False,0.12148495313539892,False,False
TX001408,AC00311,427.79,2023-02-21 17:42:42,Debit,San Jose,D000018,203.99.96.114,M016,Branch,18,Student,189,1,2024-11-04 08:08:54,"-6.4000,106.8186","37.3354,-121.8930",37.3354,-121.893,-6.4,106.8186,14028.38689754101,True,-53706372.0,False,4,3.1724366659191205,False,False,0.017964541299067216,False,False
TX001409,AC00144,469.13,2023-12-04 17:53:57,Credit,San Antonio,D000501,63.191.171.41,M009,ATM,54,Doctor,139,1,2024-11-04 08:07:30,"50.1155,8.6842","29.4243,-98.4911",29.4243,-98.4911,50.1155,8.6842,8664.760608481416,True,-28995213.0,False,1,2.7414187692441656,False,False,0.10401668339987241,False,False
TX001410,AC00157,102.81,2023-12-04 16:23:00,Debit,Seattle,D000076,21.28.32.1,M074,Branch,76,Retired,47,1,2024-11-04 08:08:07,"39.9690,-83.0114","47.6080,-122.3351",47.608,-122.3351,39.969,-83.0114,3239.0623261778096,False,-29000707.0,False,0,3.796464990528745,False,False,0.0519658820000255,False,False
TX001411,AC00171,22.61,2023-12-21 17:56:04,Debit,Seattle,D000255,76.136.92.235,M099,Online,19,Student,145,1,2024-11-04 08:06:47,"41.8500,-87.6500","47.6080,-122.3351",47.608,-122.3351,41.85,-87.65,2796.1528096697266,False,-27526243.0,False,3,3.4524797979723534,False,False,0.04032037253901044,False,False
TX001412,AC00374,68.28,2023-06-08 18:54:04,Debit,Boston,D000649,148.112.151.27,M100,Online,56,Engineer,293,1,2024-11-04 08:08:24,"41.0534,-73.5387","42.3611,-71.0570",42.3611,-71.057,41.0534,-73.5387,252.4864818264939,False,-44457260.0,False,3,3.0218856908051173,False,False,0.06298845161425792,False,False
TX001413,AC00219,33.65,2023-09-18 17:18:03,Credit,New York,D000470,49.31.186.82,M067,Online,63,Doctor,146,1,2024-11-04 08:07:24,"35.8219,127.1489","43.0000,-75.0000",43.0,-75.0,35.8219,127.1489,10992.105550018814,True,-35650161.0,False,4,2.6373496782776575,False,False,0.09797111553645343,False,False
TX001414,AC00405,362.68,2023-01-16 18:02:19,Credit,Miami,D000280,172.111.76.65,M014,ATM,63,Retired,137,1,2024-11-04 08:06:30,"37.7621,-122.3971","25.7616,-80.1917",25.7616,-80.1917,37.7621,-122.3971,4174.146220929966,False,-56815451.0,False,0,3.295677847013357,False,False,0.05129428856493612,False,False
TX001415,AC00075,73.23,2023-06-23 16:41:27,Debit,San Francisco,D000128,66.226.179.193,M090,Branch,20,Student,172,1,2024-11-04 08:12:22,"25.0582,-77.3431","37.7739,-122.4312",37.7739,-122.4312,25.0582,-77.3431,4465.272863181181,False,-43169455.0,False,3,2.1030940687665174,False,False,0.10663438438178707,False,False
TX001416,AC00136,654.49,2023-11-20 16:31:36,Credit,Austin,D000380,167.104.180.235,M060,Online,25,Student,104,1,2024-11-04 08:08:39,"39.9559,-85.9601","30.2666,-97.7333",30.2666,-97.7333,39.9559,-85.9601,1516.3562482151754,False,-30209823.0,False,1,2.44111902674089,False,False,0.10350729059522434,False,False
TX001417,AC00056,18.56,2023-04-24 17:04:21,Credit,Memphis,D000189,41.82.55.163,M094,Branch,49,Engineer,161,1,2024-11-04 08:07:40,"14.6937,-17.4441","35.1495,-90.0489",35.1495,-90.0489,14.6937,-17.4441,7516.154852564038,True,-48351799.0,False,4,2.011302557250856,False,False,0.12771538295484136,False,False
TX001418,AC00368,389.05,2023-01-06 17:35:08,Debit,Dallas,D000379,7.105.184.86,M075,ATM,27,Student,41,1,2024-11-04 08:11:28,"39.9690,-83.0114","32.7791,-96.8088",32.7791,-96.8088,39.969,-83.0114,1470.2317814586586,False,-57681380.0,False,0,2.3469898866726346,False,False,0.12458185707527114,False,False
TX001419,AC00261,7.38,2023-03-15 16:47:45,Debit,Houston,D000011,156.96.135.18,M076,Online,67,Retired,105,1,2024-11-04 08:10:18,"40.7143,-74.0060","29.7499,-95.3584",29.7499,-95.3584,40.7143,-74.006,2283.4556737724565,False,-51808953.0,False,0,2.2687367736091275,False,False,0.10938650984978276,False,False
TX001420,AC00090,109.48,2023-06-26 17:38:22,Debit,Baltimore,D000122,17.36.132.202,M008,Online,61,Retired,93,1,2024-11-04 08:07:26,"39.0751,-78.5978","39.2992,-76.6093",39.2992,-76.6093,39.0751,-78.5978,173.5902649242605,False,-42906544.0,False,0,1.6831633082219903,False,False,0.12276280184360155,False,False
TX001421,AC00297,66.91,2023-01-30 18:47:17,Debit,Seattle,D000509,51.196.87.214,M047,ATM,39,Doctor,85,1,2024-11-04 08:10:19,"39.3061,-102.2694","47.6080,-122.3351",47.608,-122.3351,39.3061,-102.2694,1859.6274502210545,False,-55603382.0,False,0,3.4138929316920072,False,False,0.05934189127743139,False,False
TX001422,AC00144,335.48,2023-03-02 16:06:18,Debit,Oklahoma City,D000211,107.247.202.71,M040,Branch,45,Engineer,155,1,2024-11-04 08:06:45,"47.6740,-122.1215","35.4819,-97.5084",35.4819,-97.5084,47.674,-122.1215,2442.242053494096,False,-52934427.0,False,3,1.8033406480398964,False,False,0.13584345986339708,False,False
TX001423,AC00207,38.14,2023-12-28 16:51:20,Debit,Albuquerque,D000572,113.134.242.82,M026,Online,19,Student,174,1,2024-11-04 08:09:59,"31.2222,121.4581","35.1067,-106.6291",35.1067,-106.6291,31.2222,121.4581,11112.554882310704,True,-26925519.0,False,4,2.667239797675814,False,False,0.08552761254405089,False,False
TX001424,AC00443,1076.98,2023-12-20 18:12:25,Debit,Detroit,D000474,49.31.186.82,M090,Branch,60,Doctor,173,1,2024-11-04 08:09:33,"35.8219,127.1489","42.3314,-83.0457",42.3314,-83.0457,35.8219,127.1489,10823.677713327641,True,-27611828.0,False,1,3.36154422954711,False,False,0.05022002846667839,False,False
TX001425,AC00179,360.02,2023-02-09 16:29:06,Debit,Dallas,D000072,49.31.186.82,M004,Online,68,Retired,68,1,2024-11-04 08:08:53,"35.8219,127.1489","32.7791,-96.8088",32.7791,-96.8088,35.8219,127.1489,11143.308089395294,True,-54747587.0,False,4,2.407174107219516,False,False,0.10184709818622562,False,False
TX001426,AC00175,567.71,2023-02-06 18:39:23,Debit,Memphis,D000605,6.204.110.7,M086,Online,63,Doctor,80,1,2024-11-04 08:10:40,"32.7253,-114.6244","35.1495,-90.0489",35.1495,-90.0489,32.7253,-114.6244,2282.0674898256248,False,-54999077.0,False,0,2.176705292389578,False,False,0.11590707005576334,False,False
TX001427,AC00386,218.19,2023-05-23 16:29:31,Debit,Austin,D000626,165.35.58.173,M078,ATM,19,Student,185,1,2024-11-04 08:10:27,"35.2600,-80.8042","30.2666,-97.7333",30.2666,-97.7333,35.26,-80.8042,1677.5005295243427,False,-45848456.0,False,3,2.188425595428706,False,False,0.11911717224678703,False,False
TX001428,AC00067,209.99,2023-09-07 17:19:21,Debit,Denver,D000381,125.89.163.224,M014,ATM,19,Student,40,1,2024-11-04 08:11:39,"22.5455,114.0683","39.7420,-104.9915",39.742,-104.9915,22.5455,114.0683,12010.894662788853,True,-36600738.0,False,4,2.1199236637794234,False,False,0.0998239376126604,False,False
TX001429,AC00369,11.02,2023-11-13 16:32:53,Debit,Tucson,D000320,203.174.215.229,M008,Branch,19,Student,280,1,2024-11-04 08:06:56,"35.3800,136.9429","32.2534,-110.9117",32.2534,-110.9117,35.38,136.9429,9714.904287170797,True,-30814443.0,False,3,3.520116010357602,False,False,0.059915902824091205,False,False
TX001430,AC00257,83.43,2023-05-30 16:28:48,Debit,New York,D000627,23.255.214.209,M012,Online,56,Retired,109,1,2024-11-04 08:11:40,"39.0997,-94.5786","43.0000,-75.0000",43.0,-75.0,39.0997,-94.5786,1697.674374083443,False,-45243772.0,False,0,2.0509137452469055,False,False,0.12308683090334799,False,False
TX001431,AC00059,344.97,2023-03-20 17:30:52,Debit,Austin,D000264,214.67.148.245,M050,Online,34,Doctor,106,1,2024-11-04 08:09:39,"39.9690,-83.0114","30.2666,-97.7333",30.2666,-97.7333,39.969,-83.0114,1716.288528836275,False,-51374327.0,False,0,2.0041575186052287,False,False,0.14097047460532602,False,False
TX001432,AC00341,172.29,2023-01-30 17:22:39,Debit,El Paso,D000474,72.128.135.172,M034,ATM,36,Engineer,283,1,2024-11-04 08:08:42,"32.7831,-96.8067","31.7725,-106.4609",31.7725,-106.4609,32.7831,-96.8067,916.0419901685673,False,-55608363.0,False,3,2.6256273917862445,False,False,0.08543153402100556,False,False
TX001433,AC00357,195.54,2023-07-17 16:05:23,Debit,Omaha,D000144,161.195.172.148,M039,Online,60,Retired,255,1,2024-11-04 08:09:01,"39.9513,-75.1741","41.2571,-95.9951",41.2571,-95.9951,39.9513,-75.1741,1763.927566008563,False,-41097818.0,False,3,1.8251834680884802,False,False,0.1132899851520281,False,False
TX001434,AC00455,101.23,2023-08-04 18:34:01,Debit,Colorado Springs,D000696,171.150.178.172,M015,Online,45,Engineer,87,1,2024-11-04 08:06:42,"35.2600,-80.8042","38.8590,-104.8134",38.859,-104.8134,35.26,-80.8042,2165.8883921770234,False,-39533561.0,False,0,1.1408826342471268,False,False,0.15196700848401623,False,False
TX001435,AC00346,180.46,2023-03-13 16:26:30,Debit,Fresno,D000456,147.114.91.132,M001,ATM,25,Student,34,1,2024-11-04 08:11:23,"51.5191,-0.0882","36.7468,-119.7725",36.7468,-119.7725,51.5191,-0.0882,8606.86224849314,True,-51983093.0,False,0,2.789068302097831,False,False,0.11584552763344869,False,False
TX001436,AC00118,692.55,2023-03-07 16:51:37,Debit,Charlotte,D000577,180.224.54.115,M058,Branch,53,Retired,109,1,2024-11-04 08:12:17,"37.4772,126.8664","35.2270,-80.8431",35.227,-80.8431,37.4772,126.8664,11463.754075702811,True,-52500040.0,False,4,2.442166500783111,False,False,0.11973839441151912,False,False
TX001437,AC00275,147.31,2023-06-12 17:10:27,Credit,Mesa,D000059,100.4.40.132,M005,Online,34,Doctor,92,1,2024-11-04 08:07:58,"36.8190,-76.2749","33.4245,-111.8332",33.4245,-111.8332,36.819,-76.2749,3244.3352412865365,False,-44117851.0,False,0,1.6109771970604474,False,False,0.14521494900147475,False,False
TX001438,AC00028,107.48,2023-02-07 17:38:18,Debit,Los Angeles,D000624,120.32.147.210,M058,Branch,20,Student,103,1,2024-11-04 08:12:07,"31.2222,121.4581","34.0522,-118.2436",34.0522,-118.2436,31.2222,121.4581,10456.66670098532,True,-54916429.0,False,4,2.6284075133017124,False,False,0.10254330442006498,False,False
TX001439,AC00179,1831.02,2023-09-15 17:31:42,Credit,Columbus,D000246,141.121.30.32,M012,Online,62,Doctor,83,1,2024-11-04 08:10:52,"38.4822,-122.7473","39.9833,-82.9833",39.9833,-82.9833,38.4822,-122.7473,3408.767711081963,False,-35908750.0,True,1,3.8295027589994404,False,True,0.02939132376499043,False,True
TX001440,AC00090,81.51,2023-08-10 16:10:22,Debit,Washington,D000079,192.95.36.246,M059,Branch,25,Student,97,1,2024-11-04 08:07:15,"45.5088,-73.5878","38.8898,-77.0090",38.8898,-77.009,45.5088,-73.5878,787.4463710348617,False,-39023813.0,False,0,1.9385819115813094,False,False,0.14343985474853194,False,False
TX001441,AC00367,365.48,2023-05-22 17:59:02,Credit,Seattle,D000310,44.197.126.59,M082,Online,76,Retired,216,1,2024-11-04 08:10:38,"39.0437,-77.4875","47.6080,-122.3351",47.608,-122.3351,39.0437,-77.4875,3704.2266613233683,False,-45929496.0,False,3,3.4111243993507223,False,False,0.05064724246663799,False,False
TX001442,AC00441,491.1,2023-06-05 16:08:37,Credit,Houston,D000408,175.210.47.87,M067,Online,35,Engineer,125,1,2024-11-04 08:07:32,"37.4565,126.7052","29.7499,-95.3584",29.7499,-95.3584,37.4565,126.7052,11376.640404741578,True,-44726335.0,False,4,2.1082454604101,False,False,0.12084275409114742,False,False
TX001443,AC00266,452.8,2023-11-24 16:45:11,Debit,Los Angeles,D000527,211.45.75.44,M034,Branch,80,Retired,151,1,2024-11-04 08:07:34,"37.5660,126.9784","34.0522,-118.2436",34.0522,-118.2436,37.566,126.9784,9606.69828791193,True,-29863343.0,False,4,3.1210279056696115,False,False,0.07666608368204392,False,False
TX001445,AC00245,169.28,2023-03-27 18:08:06,Debit,Philadelphia,D000227,218.238.171.184,M057,Branch,45,Doctor,114,1,2024-11-04 08:11:54,"36.3491,127.3849","39.9525,-75.1652",39.9525,-75.1652,36.3491,127.3849,11247.306270075236,True,-50767428.0,False,4,2.073190397172024,False,False,0.1353969644999043,False,False
TX001446,AC00119,88.42,2023-10-18 16:28:19,Debit,El Paso,D000443,37.143.57.20,M096,ATM,62,Doctor,91,1,2024-11-04 08:09:15,"51.2217,6.7762","31.7725,-106.4609",31.7725,-106.4609,51.2217,6.7762,8741.879074596236,True,-33061256.0,False,0,2.4993240247606834,False,False,0.13765388824723185,False,False
